#timestamp,latitude,longitude,elevation
2.55997114264e+12,51.6024109664,-1.63876871437,143.595855713;
2.55997128807e+12,51.6024110101,-1.63876873211,143.595855713;
2.55997138966e+12,51.6024110538,-1.63876874984,143.595840454;
2.55997322038e+12,51.6024110974,-1.63876876755,143.595840454;
2.55997527312e+12,51.6024111411,-1.63876878516,143.595840454;
2.55997945904e+12,51.6024111847,-1.6387688028,143.595855713;
2.55998149668e+12,51.6024112283,-1.6387688204,143.595855713;
2.55998361673e+12,51.6024112719,-1.63876883796,143.595855713;
2.55998564841e+12,51.6024113154,-1.63876885552,143.597579956;
2.55998874133e+12,51.6024113589,-1.63876887304,143.597595215;
2.55999082031e+12,51.6024114024,-1.63876889053,143.597595215;
2.55999395389e+12,51.6024114459,-1.638768908,143.597610474;
2.55999599726e+12,51.6024114894,-1.63876892537,143.597625732;
2.55999822417e+12,51.6024115328,-1.63876894274,143.597640991;
2.56000054628e+12,51.6024115762,-1.63876896007,143.59765625;
2.56000447808e+12,51.6024116195,-1.63876897736,143.59765625;
2.56000653734e+12,51.6024116628,-1.63876899462,143.601623535;
2.56000853693e+12,51.602411706,-1.63876901186,143.601638794;
2.56001064637e+12,51.6024117493,-1.63876902909,143.601669312;
2.56001380553e+12,51.6024117925,-1.63876904628,143.60168457;
2.5600158157e+12,51.6024118356,-1.63876906343,143.601699829;
2.56001889558e+12,51.6024118788,-1.63876908056,143.601730347;
2.56002097053e+12,51.6024119219,-1.63876909767,143.601745605;
2.56002305576e+12,51.602411965,-1.63876911476,143.601776123;
2.56002504438e+12,51.602412008,-1.63876913176,143.605758667;
2.56002934948e+12,51.6024120511,-1.63876914879,143.605789185;
2.56003142366e+12,51.6024120942,-1.63876916579,143.605804443;
2.5600334927e+12,51.6024121372,-1.63876918274,143.605834961;
2.56003558477e+12,51.6024121803,-1.63876919965,143.605865479;
2.56003982204e+12,51.6024122233,-1.63876921653,143.605895996;
2.56004123615e+12,51.6024122664,-1.6387692334,143.605941772;
2.56004436197e+12,51.6024123094,-1.63876925026,143.60597229;
2.56004678787e+12,51.6024123524,-1.63876926707,143.608825684;
2.56004886334e+12,51.6024123954,-1.63876928389,143.60887146;
2.56005091542e+12,51.6024124384,-1.63876930068,143.608901978;
2.56005413521e+12,51.6024124813,-1.63876931743,143.608947754;
2.56005614317e+12,51.6024125243,-1.63876933417,143.608978271;
2.56005821891e+12,51.6024125672,-1.63876935088,143.609024048;
2.56006031183e+12,51.6024126101,-1.63876936759,143.609054565;
2.56006464371e+12,51.6024126529,-1.63876938429,143.609100342;
2.56006664105e+12,51.6024126957,-1.63876940099,143.610839844;
2.56006864802e+12,51.6024127385,-1.6387694177,143.61088562;
2.56007070139e+12,51.6024127813,-1.63876943441,143.610916138;
2.56007404268e+12,51.602412824,-1.63876945114,143.610961914;
2.56007596029e+12,51.6024128667,-1.6387694679,143.61100769;
2.56007903237e+12,51.6024129094,-1.63876948466,143.611053467;
2.5600810657e+12,51.6024129521,-1.63876950145,143.611083984;
2.56008318216e+12,51.6024129948,-1.63876951827,143.611129761;
2.5600854995e+12,51.6024130374,-1.63876953509,143.612884521;
2.56008943102e+12,51.6024130801,-1.63876955197,143.612930298;
2.56009144709e+12,51.6024131227,-1.6387695689,143.612976074;
2.56009354177e+12,51.6024131654,-1.63876958587,143.613021851;
2.56009557143e+12,51.602413208,-1.63876960289,143.613052368;
2.56009888599e+12,51.6024132507,-1.63876961995,143.613098145;
2.56010129469e+12,51.6024132933,-1.63876963704,143.613143921;
2.56010314989e+12,51.602413336,-1.63876965416,143.613189697;
2.56010523175e+12,51.6024133786,-1.63876967126,143.614944458;
2.56010939619e+12,51.6024134212,-1.63876968844,143.614990234;
2.56011142448e+12,51.6024134639,-1.63876970566,143.615020752;
2.56011345578e+12,51.6024135065,-1.63876972292,143.615066528;
2.56011554104e+12,51.6024135491,-1.63876974024,143.615112305;
2.56011980408e+12,51.6024135918,-1.6387697576,143.615158081;
2.56011999118e+12,51.6024136344,-1.638769775,143.615188599;
2.5601238784e+12,51.602413677,-1.63876979244,143.615234375;
2.56012594455e+12,51.6024137196,-1.63876980987,143.616210938;
2.56012910386e+12,51.6024137621,-1.63876982738,143.616256714;
2.56013327544e+12,51.6024138047,-1.63876984492,143.616287231;
2.56013448467e+12,51.6024138472,-1.6387698625,143.616333008;
2.56013572243e+12,51.6024138897,-1.6387698801,143.616378784;
2.56013874559e+12,51.6024139321,-1.63876989774,143.616424561;
2.56014080609e+12,51.6024139746,-1.63876991541,143.616455078;
2.56014388988e+12,51.602414017,-1.63876993312,143.616500854;
2.56014591026e+12,51.6024140594,-1.63876995085,143.61630249;
2.56014932626e+12,51.6024141017,-1.63876996861,143.616348267;
2.5601511706e+12,51.602414144,-1.63876998641,143.616394043;
